 0 10 1 257 1716
 0 10 1 258 1740
 0 10 1 250 1670
 0 10 1 244 1729
 0 10 1 253 1501
 0 10 1 250 1582
 0 10 1 250 1734
 0 10 1 251 1524
 0 10 1 252 1576
 0 10 1 250 1660
 0 10 1 255 1699
 0 10 1 251 1527
 0 10 1 252 1564
 0 10 1 245 1596
 0 10 1 255 1624
 0 10 1 266 2036
 0 10 1 259 1819
 0 10 1 253 1553
 0 10 1 255 1574
 0 10 1 257 1738
 0 10 1 253 1648
 0 10 1 260 1598
 0 10 1 0 1060
 0 10 1 264 1837
 0 10 1 253 1757
 0 10 1 252 1639
 0 10 1 255 1651
 0 10 1 259 1705
 0 10 1 253 1450
 0 10 1 249 1548
 0 10 1 260 1818
 0 10 1 251 1620
 0 10 1 246 1509
 0 10 1 252 1600
 0 10 1 254 1669
 0 10 1 253 1646
 0 10 1 264 1607
 0 10 1 256 1707
 0 10 1 255 1674
 0 10 1 249 1767
 0 10 1 254 1553
 0 10 1 255 1629
 0 10 1 254 1729
 0 10 1 247 1626
 0 10 1 255 1593
 0 10 1 255 1514
 0 10 1 248 1739
 0 10 1 252 1743
 0 10 1 255 1662
 0 10 1 257 1580
 0 10 1 247 1632
 0 10 1 258 1644
 0 10 1 251 1549
 0 10 1 256 1661
 0 10 1 257 1684
 0 10 1 249 1656
 0 10 1 249 1383
 0 10 1 254 1804
 0 10 1 258 1554
 0 10 1 250 1673
 0 10 1 260 1672
 0 10 1 258 1717
 0 10 1 259 1788
 0 10 1 254 1666
 0 10 1 259 1724
 0 10 1 260 1607
 0 10 1 255 1688
 0 10 1 260 1610
 0 10 1 260 1689
 0 10 1 251 1774
 0 10 1 253 1694
 0 10 1 251 1535
 0 10 1 252 1654
 0 10 1 252 1529
 0 10 1 256 1444
 0 10 1 248 1654
 0 10 1 258 1755
 0 10 1 267 1780
 0 10 1 254 1743
 0 10 1 249 1698
 0 10 1 249 1396
 0 10 1 264 1843
 0 10 1 255 1521
 0 10 1 252 1647
 0 10 1 257 1562
 0 10 1 254 1696
 0 10 1 257 1761
 0 10 1 248 1497
 0 10 1 0 1081
 0 10 1 252 1906
 0 10 1 262 1673
 0 10 1 249 1432
 0 10 1 259 1609
 0 10 1 253 1673
 0 10 1 254 1598
 0 10 1 251 1592
 0 10 1 256 1793
 0 10 1 254 1849
 0 10 1 251 1839
 0 10 1 262 1783
 1 10 1 257 1657
 1 10 1 257 1687
 1 10 1 256 1720
 1 10 1 245 1707
 1 10 1 0 1997
 1 10 1 259 1777
 1 10 1 257 1564
 1 10 1 245 1370
 1 10 1 256 1546
 1 10 1 256 1551
 1 10 1 263 1591
 1 10 1 253 1618
 1 10 1 248 1737
 1 10 1 246 1650
 1 10 1 255 1592
 1 10 1 245 1706
 1 10 1 251 1519
 1 10 1 253 1437
 1 10 1 248 1649
 1 10 1 257 1678
 1 10 1 255 1781
 1 10 1 256 1419
 1 10 1 253 1809
 1 10 1 254 1774
 1 10 1 248 1624
 1 10 1 248 1587
 1 10 1 256 1708
 1 10 1 253 1631
 1 10 1 259 1420
 1 10 1 268 1798
 1 10 1 246 1617
 1 10 1 260 1726
 1 10 1 248 1587
 1 10 1 0 2046
 1 10 1 250 1534
 1 10 1 256 1669
 1 10 1 260 1633
 1 10 1 251 1608
 1 10 1 257 1605
 1 10 1 255 1616
 1 10 1 260 1619
 1 10 1 246 1550
 1 10 1 246 1448
 1 10 1 250 1659
 1 10 1 252 1717
 1 10 1 266 1730
 1 10 1 259 1817
 1 10 1 254 1641
 1 10 1 249 1651
 1 10 1 259 1585
 1 10 1 261 1747
 1 10 1 258 1733
 1 10 1 246 1457
 1 10 1 249 1855
 1 10 1 259 1723
 1 10 1 255 1848
 1 10 1 256 1718
 1 10 1 248 1719
 1 10 1 250 1546
 1 10 1 251 1477
 1 10 1 246 1540
 1 10 1 251 1721
 1 10 1 248 1732
 1 10 1 251 1683
 1 10 1 256 1385
 1 10 1 259 1590
 1 10 1 262 1743
 1 10 1 251 1612
 1 10 1 251 1652
 1 10 1 259 1547
 1 10 1 259 1743
 1 10 1 257 1627
 1 10 1 0 2312
 1 10 1 250 1532
 1 10 1 248 1555
 1 10 1 256 1648
 1 10 1 257 1749
 1 10 1 252 1699
 1 10 1 251 1660
 1 10 1 249 1475
 1 10 1 249 1665
 1 10 1 250 1662
 1 10 1 255 1609
 1 10 1 257 1593
 1 10 1 259 1787
 1 10 1 261 1594
 1 10 1 256 1527
 1 10 1 254 1626
 1 10 1 258 1536
 1 10 1 252 1732
 1 10 1 0 1053
 1 10 1 259 1400
 1 10 1 250 1501
 1 10 1 244 1490
 1 10 1 248 1679
 1 10 1 245 1572
 1 10 1 255 1663
 1 10 1 253 1518
 1 10 1 257 1554
 1 10 1 254 1554
 2 10 1 250 1588
 2 10 1 0 1045
 2 10 1 267 1826
 2 10 1 248 1579
 2 10 1 254 1471
 2 10 1 251 1599
 2 10 1 259 1810
 2 10 1 252 1567
 2 10 1 261 1602
 2 10 1 249 1643
 2 10 1 257 1512
 2 10 1 250 1718
 2 10 1 259 1651
 2 10 1 259 1524
 2 10 1 258 1634
 2 10 1 256 1480
 2 10 1 253 1677
 2 10 1 252 1893
 2 10 1 255 1723
 2 10 1 268 1827
 2 10 1 251 1622
 2 10 1 251 1561
 2 10 1 247 1572
 2 10 1 256 1586
 2 10 1 256 1654
 2 10 1 253 1665
 2 10 1 249 1659
 2 10 1 0 1031
 2 10 1 251 1620
 2 10 1 257 1745
 2 10 1 249 1549
 2 10 1 257 1737
 2 10 1 0 1062
 2 10 1 255 1837
 2 10 1 251 1812
 2 10 1 252 1588
 2 10 1 254 1708
 2 10 1 256 1633
 2 10 1 251 1708
 2 10 1 252 1623
 2 10 1 245 1644
 2 10 1 246 1558
 2 10 1 252 1421
 2 10 1 249 1626
 2 10 1 252 1737
 2 10 1 249 1569
 2 10 1 253 1608
 2 10 1 259 1919
 2 10 1 251 1603
 2 10 1 255 1577
 2 10 1 255 1833
 2 10 1 251 1707
 2 10 1 247 1659
 2 10 1 251 1656
 2 10 1 248 1545
 2 10 1 0 1085
 2 10 1 255 1696
 2 10 1 249 1393
 2 10 1 255 1702
 2 10 1 264 1745
 2 10 1 251 1532
 2 10 1 251 1879
 2 10 1 262 1634
 2 10 1 250 1598
 2 10 1 250 1597
 2 10 1 260 1682
 2 10 1 248 1749
 2 10 1 257 1757
 2 10 1 255 1871
 2 10 1 249 1653
 2 10 1 219 1388
 2 10 1 259 1603
 2 10 1 262 1695
 2 10 1 254 1621
 2 10 1 262 1827
 2 10 1 252 1610
 2 10 1 249 1443
 2 10 1 256 1687
 2 10 1 250 1703
 2 10 1 261 1632
 2 10 1 254 1726
 2 10 1 250 1639
 2 10 1 251 1705
 2 10 1 248 1534
 2 10 1 258 1676
 2 10 1 257 1783
 2 10 1 253 1591
 2 10 1 256 1604
 2 10 1 257 1504
 2 10 1 252 1577
 2 10 1 259 1582
 2 10 1 249 1630
 2 10 1 265 1587
 2 10 1 257 1629
 2 10 1 250 1591
 2 10 1 262 1493
 2 10 1 251 1559
 2 10 1 250 1689
 2 10 1 249 1606
 2 10 1 249 1605
 3 10 1 253 1697
 3 10 1 256 1489
 3 10 1 252 1659
 3 10 1 260 1560
 3 10 1 256 1683
 3 10 1 255 1635
 3 10 1 254 1707
 3 10 1 253 1598
 3 10 1 254 1400
 3 10 1 247 1589
 3 10 1 261 1679
 3 10 1 245 1615
 3 10 1 253 1608
 3 10 1 253 1535
 3 10 1 254 1682
 3 10 1 262 1591
 3 10 1 251 1651
 3 10 1 248 1512
 3 10 1 252 1814
 3 10 1 252 1656
 3 10 1 0 1024
 3 10 1 266 1695
 3 10 1 254 1576
 3 10 1 257 1637
 3 10 1 255 1614
 3 10 1 251 1473
 3 10 1 254 1658
 3 10 1 255 1643
 3 10 1 249 1548
 3 10 1 254 1838
 3 10 1 258 1378
 3 10 1 253 1513
 3 10 1 260 1740
 3 10 1 253 1748
 3 10 1 251 1492
 3 10 1 255 1573
 3 10 1 247 1489
 3 10 1 254 1792
 3 10 1 258 1886
 3 10 1 251 1662
 3 10 1 257 1632
 3 10 1 252 1668
 3 10 1 251 1503
 3 10 1 257 1760
 3 10 1 0 1053
 3 10 1 264 1864
 3 10 1 254 1668
 3 10 1 247 1533
 3 10 1 255 1572
 3 10 1 0 1061
 3 10 1 257 1908
 3 10 1 252 1749
 3 10 1 254 1671
 3 10 1 256 1626
 3 10 1 254 1602
 3 10 1 250 1731
 3 10 1 250 1537
 3 10 1 0 1091
 3 10 1 251 1782
 3 10 1 253 1749
 3 10 1 253 1532
 3 10 1 267 1459
 3 10 1 258 1595
 3 10 1 258 1688
 3 10 1 250 1732
 3 10 1 258 1745
 3 10 1 256 1509
 3 10 1 252 1783
 3 10 1 252 1549
 3 10 1 250 1500
 3 10 1 248 1614
 3 10 1 254 1855
 3 10 1 252 1658
 3 10 1 257 1560
 3 10 1 251 1712
 3 10 1 260 1690
 3 10 1 260 1614
 3 10 1 253 1344
 3 10 1 249 1610
 3 10 1 256 1520
 3 10 1 249 1648
 3 10 1 261 1765
 3 10 1 253 1682
 3 10 1 253 1647
 3 10 1 252 1486
 3 10 1 254 1656
 3 10 1 258 1594
 3 10 1 0 1093
 3 10 1 249 1707
 3 10 1 247 1436
 3 10 1 244 1572
 3 10 1 249 1527
 3 10 1 253 1731
 3 10 1 0 1035
 3 10 1 260 1710
 3 10 1 249 1400
 3 10 1 252 1682
 3 10 1 249 1570
 3 10 1 253 1785
 3 10 1 264 1656
 4 10 1 257 1685
 4 10 1 255 1698
 4 10 1 259 1763
 4 10 1 258 1798
 4 10 1 258 1719
 4 10 1 249 1429
 4 10 1 257 1624
 4 10 1 251 1556
 4 10 1 251 1611
 4 10 1 250 1532
 4 10 1 258 1671
 4 10 1 246 1623
 4 10 1 260 1601
 4 10 1 256 1723
 4 10 1 267 1615
 4 10 1 261 1714
 4 10 1 257 1653
 4 10 1 252 1627
 4 10 1 250 1623
 4 10 1 247 1688
 4 10 1 251 1839
 4 10 1 252 1492
 4 10 1 251 1549
 4 10 1 255 1404
 4 10 1 256 1567
 4 10 1 255 1673
 4 10 1 251 1457
 4 10 1 253 1562
 4 10 1 255 1702
 4 10 1 256 1608
 4 10 1 246 1557
 4 10 1 248 1669
 4 10 1 256 1573
 4 10 1 259 1593
 4 10 1 255 1662
 4 10 1 252 1544
 4 10 1 263 1910
 4 10 1 259 1725
 4 10 1 259 1473
 4 10 1 246 1824
 4 10 1 258 1569
 4 10 1 255 1595
 4 10 1 256 1848
 4 10 1 256 1614
 4 10 1 255 1673
 4 10 1 267 1639
 4 10 1 251 1451
 4 10 1 264 1661
 4 10 1 257 1914
 4 10 1 253 1637
 4 10 1 254 1681
 4 10 1 266 1905
 4 10 1 266 1709
 4 10 1 248 1784
 4 10 1 255 1582
 4 10 1 251 1747
 4 10 1 253 1531
 4 10 1 258 1599
 4 10 1 250 1639
 4 10 1 250 1658
 4 10 1 252 1722
 4 10 1 258 1726
 4 10 1 249 1621
 4 10 1 259 1543
 4 10 1 258 1647
 4 10 1 258 1593
 4 10 1 247 1659
 4 10 1 257 1724
 4 10 1 251 1543
 4 10 1 244 1637
 4 10 1 258 1528
 4 10 1 249 1559
 4 10 1 244 1461
 4 10 1 246 1517
 4 10 1 260 1624
 4 10 1 255 1695
 4 10 1 257 1827
 4 10 1 258 1805
 4 10 1 253 1489
 4 10 1 265 1730
 4 10 1 0 1094
 4 10 1 252 1353
 4 10 1 248 1571
 4 10 1 252 1562
 4 10 1 252 1735
 4 10 1 257 1541
 4 10 1 246 1518
 4 10 1 253 1494
 4 10 1 258 1738
 4 10 1 256 1651
 4 10 1 251 1813
 4 10 1 253 1577
 4 10 1 262 1708
 4 10 1 259 1878
 4 10 1 250 1645
 4 10 1 249 1550
 4 10 1 258 1738
 4 10 1 253 1550
 4 10 1 260 1834
 4 10 1 254 1721
 5 10 1 248 1513
 5 10 1 247 1627
 5 10 1 251 1627
 5 10 1 253 1584
 5 10 1 251 1719
 5 10 1 245 1623
 5 10 1 253 1466
 5 10 1 256 1582
 5 10 1 254 1589
 5 10 1 573 3525
 5 10 1 261 1743
 5 10 1 247 1711
 5 10 1 0 1071
 5 10 1 255 1590
 5 10 1 248 1690
 5 10 1 255 1600
 5 10 1 251 1688
 5 10 1 251 1638
 5 10 1 251 1719
 5 10 1 251 1401
 5 10 1 264 1604
 5 10 1 249 1719
 5 10 1 255 1478
 5 10 1 251 1620
 5 10 1 0 2043
 5 10 1 260 1711
